Evaluador,TipoAudifono,MarcaReferencia,Marca,Referencia,MAE,RMSE,Affinity,Segmento
Fahryst,in-ear,FiiO FDX,FiiO,FDX,2.2499856115107915,3.0513728953968555,69.48627104603145,Estilo Harman – Usuario general
Kazi,in-ear,FiiO x JadeAudio JD3,FiiO,x JadeAudio JD3,3.3213956834532374,4.103477013110017,58.96522986889983,Buen tono – Musical equilibrado
oratory1990,in-ear,FiiO F3,FiiO,F3,3.1622589928057554,3.92189902246935,60.7810097753065,Buen tono – Musical equilibrado
oratory1990,in-ear,FiiO FA7,FiiO,FA7,3.8481582733812947,4.728057611427595,52.71942388572405,Buen tono – Musical equilibrado
oratory1990,in-ear,FiiO FA9,FiiO,FA9,2.803640287769784,3.6929754629274445,63.07024537072556,Estilo Harman – Usuario general
Super Review,in-ear,FiiO FA1,FiiO,FA1,2.7781151079136692,3.5421263987131275,64.57873601286872,Estilo Harman – Usuario general
Super Review,in-ear,FiiO FH11,FiiO,FH11,3.880978417266187,4.464325321427592,55.356746785724084,Buen tono – Musical equilibrado
Super Review,in-ear,FiiO FHE Eclipse,FiiO,FHE Eclipse,3.462503597122302,4.08066791683445,59.1933208316555,Buen tono – Musical equilibrado
Super Review,in-ear,FiiO FW5,FiiO,FW5,3.773798561151079,5.770324243099654,42.29675756900346,Personalizado – Firma no neutra
Super Review,in-ear,FiiO JH5,FiiO,JH5,2.198345323741007,2.7052701829188757,72.94729817081125,Estilo Harman – Usuario general
freeryder05,in-ear,Final Audio A5000,Final Audio,A5000,3.1615395683453236,3.7841077562341385,62.15892243765862,Estilo Harman – Usuario general
HypetheSonics,over-ear,Final Audio Sonorous III,Final Audio,Sonorous III,5.563208633093525,7.664242218052507,23.357577819474926,Personalizado – Firma no neutra
HypetheSonics,over-ear,Final Audio Sonorous X,Final Audio,Sonorous X,3.6184028776978416,4.7124165240779465,52.87583475922054,Buen tono – Musical equilibrado
Innerfidelity,in-ear,Final Audio Heaven A,Final Audio,Heaven A,3.176705035971223,4.630100594025077,53.69899405974923,Buen tono – Musical equilibrado
Innerfidelity,in-ear,Final Audio Heaven II,Final Audio,Heaven II,3.3447625899280577,4.646189852328991,53.53810147671009,Buen tono – Musical equilibrado
Innerfidelity,in-ear,Final Audio Heaven S,Final Audio,Heaven S,2.912086330935252,4.351883078729856,56.48116921270144,Buen tono – Musical equilibrado
Innerfidelity,over-ear,Final Audio Pandora Hope 4,Final Audio,Pandora Hope 4,2.106820143884892,3.193079927665518,68.06920072334482,Estilo Harman – Usuario general
Kazi,in-ear,Final Audio VR2000,Final Audio,VR2000,2.411870503597122,3.3869001765265234,66.13099823473476,Estilo Harman – Usuario general
Kazi,in-ear,Final Audio ZE8000,Final Audio,ZE8000,4.0759280575539565,5.186048064988802,48.139519350111975,Buen tono – Musical equilibrado
oratory1990,in-ear,Final Audio Heaven IV,Final Audio,Heaven IV,3.3235971223021585,3.999873595125028,60.00126404874972,Buen tono – Musical equilibrado
oratory1990,in-ear,Final Audio Heaven V,Final Audio,Heaven V,2.7341438848920863,3.537628132768536,64.62371867231464,Estilo Harman – Usuario general
oratory1990,over-ear,Final Audio D8000 Pro Edition,Final Audio,D8000 Pro Edition,3.380431654676259,4.268070748437643,57.319292515623566,Buen tono – Musical equilibrado
RikudouGoku,in-ear,Final Audio EVA2020,Final Audio,EVA2020,3.0339856115107913,3.6732121085290736,63.267878914709264,Estilo Harman – Usuario general
Super Review,in-ear,Final Audio A4000,Final Audio,A4000,3.192,4.170582279102354,58.29417720897646,Buen tono – Musical equilibrado
Auriculares Argentina,over-ear,Grado RS1x,Grado,RS1x,5.035223021582734,7.721829413837298,22.781705861627017,Personalizado – Firma no neutra
Auriculares Argentina,over-ear,Grado SR325x,Grado,SR325x,2.9728633093525176,4.597806796520434,54.02193203479566,Buen tono – Musical equilibrado
Auriculares Argentina,over-ear,Grado SR60x,Grado,SR60x,3.0697841726618704,4.568864915786528,54.31135084213472,Buen tono – Musical equilibrado
Headphone.com Legacy,in-ear,Grado GR10,Grado,GR10,3.657755395683453,5.012887535028979,49.871124649710204,Buen tono – Musical equilibrado
Headphone.com Legacy,in-ear,Grado iGi,Grado,iGi,4.209769784172662,5.687187429943676,43.12812570056324,Personalizado – Firma no neutra
Headphone.com Legacy,in-ear,Grado iGrado White,Grado,iGrado White,5.851625899280576,9.617818984280609,3.8218101571939087,Alternativo
Headphone.com Legacy,over-ear,Grado SR225,Grado,SR225,5.1186043165467625,7.399699011961628,26.003009880383715,Personalizado – Firma no neutra
Headphone.com Legacy,over-ear,Grado SR60,Grado,SR60,3.1472517985611512,4.545195866805511,54.548041331944894,Buen tono – Musical equilibrado
Headphone.com Legacy,over-ear,Grado SR80,Grado,SR80,5.4011798561151085,7.838250447130561,21.61749552869439,Personalizado – Firma no neutra
HypetheSonics,over-ear,Grado GS3000e,Grado,GS3000e,6.080589928057554,8.558334143357136,14.416658566428637,Alternativo
HypetheSonics,over-ear,Grado PS2000e,Grado,PS2000e,6.224532374100719,8.62076618638319,13.792338136168098,Alternativo
Innerfidelity,over-ear,Grado HF1 Prototype,Grado,HF1 Prototype,3.8998129496402876,5.809398896578574,41.90601103421426,Personalizado – Firma no neutra
Innerfidelity,over-ear,Grado HF1,Grado,HF1,3.11463309352518,4.702869000358438,52.97130999641561,Buen tono – Musical equilibrado
Innerfidelity,over-ear,Grado HF2,Grado,HF2,3.5053812949640286,5.437357853926361,45.62642146073639,Buen tono – Musical equilibrado
Innerfidelity,over-ear,Grado SR325i,Grado,SR325i,3.279165467625899,4.919068666603729,50.80931333396271,Buen tono – Musical equilibrado
Innerfidelity,over-ear,Grado SR60i,Grado,SR60i,2.827223021582734,4.182795457792147,58.17204542207853,Buen tono – Musical equilibrado
oratory1990,in-ear,Grado GT220,Grado,GT220,2.7234532374100717,3.188729838918862,68.11270161081138,Estilo Harman – Usuario general
oratory1990,over-ear,Grado Hemp,Grado,Hemp,3.1383884892086327,4.871918062889686,51.280819371103135,Buen tono – Musical equilibrado
Rtings,over-ear,Grado SR225e,Grado,SR225e,3.7418705035971223,5.343740182371393,46.56259817628607,Buen tono – Musical equilibrado
Rtings,over-ear,Grado The Hemp Headphone,Grado,The Hemp Headphone,3.004546762589928,4.388481784638136,56.11518215361863,Buen tono – Musical equilibrado
Harpo,in-ear,HIFIMAN RE800,HIFIMAN,RE800,2.4325611510791365,3.033194887082197,69.66805112917802,Estilo Harman – Usuario general
Headphone.com Legacy,over-ear,HIFIMAN HE-400,HIFIMAN,HE-400,6.030877697841727,6.787147820665788,32.12852179334212,Personalizado – Firma no neutra
Innerfidelity,in-ear,HIFIMAN RE262,HIFIMAN,RE262,5.907323741007194,7.617858693828384,23.821413061716157,Personalizado – Firma no neutra
Innerfidelity,in-ear,HIFIMAN RE272,HIFIMAN,RE272,4.285223021582734,5.596309845325943,44.036901546740566,Personalizado – Firma no neutra
Innerfidelity,in-ear,HIFIMAN RE300,HIFIMAN,RE300,4.807294964028777,6.911298465181499,30.887015348185002,Personalizado – Firma no neutra
Innerfidelity,in-ear,HIFIMAN RE600,HIFIMAN,RE600,4.684071942446043,6.199534039116026,38.004659608839745,Personalizado – Firma no neutra
Innerfidelity,over-ear,HIFIMAN HE-300 Rev 2,HIFIMAN,HE-300 Rev 2,2.9364316546762588,3.613057335464318,63.86942664535682,Estilo Harman – Usuario general
Innerfidelity,over-ear,HIFIMAN HE-300,HIFIMAN,HE-300,3.5928057553956836,4.590128036959694,54.09871963040306,Buen tono – Musical equilibrado
Innerfidelity,over-ear,HIFIMAN HE-4,HIFIMAN,HE-4,3.158517985611511,4.434152786638255,55.65847213361745,Buen tono – Musical equilibrado
Innerfidelity,over-ear,HIFIMAN HE1000,HIFIMAN,HE1000,2.53568345323741,3.260290096109757,67.39709903890244,Estilo Harman – Usuario general
Innerfidelity,over-ear,HIFIMAN HE400S,HIFIMAN,HE400S,3.585769784172662,5.099077515668042,49.00922484331958,Buen tono – Musical equilibrado
Innerfidelity,over-ear,HIFIMAN HE560 2014,HIFIMAN,HE560 2014,2.129654676258993,2.71251718822257,72.8748281177743,Estilo Harman – Usuario general
Kuulokenurkka,over-ear,HIFIMAN Deva Pro-wired,HIFIMAN,Deva Pro-wired,3.4886618705035968,4.98598135495335,50.1401864504665,Buen tono – Musical equilibrado
Kuulokenurkka,over-ear,HIFIMAN HE-R9,HIFIMAN,HE-R9,3.33105035971223,4.168776609182386,58.31223390817614,Buen tono – Musical equilibrado
Kuulokenurkka,over-ear,HIFIMAN Sundara Silver,HIFIMAN,Sundara Silver,2.7769928057553956,3.8768418690601556,61.23158130939844,Buen tono – Musical equilibrado
Kuulokenurkka,over-ear,HIFIMAN Susvara,HIFIMAN,Susvara,3.0579856115107917,4.409723200500908,55.902767994990924,Buen tono – Musical equilibrado
oratory1990,in-ear,HIFIMAN RE600S,HIFIMAN,RE600S,5.954791366906475,7.3518363584703526,26.481636415296478,Personalizado – Firma no neutra
oratory1990,over-ear,HIFIMAN Ananda Stealth,HIFIMAN,Ananda Stealth,2.3308057553956836,3.447254042227622,65.52745957772379,Estilo Harman – Usuario general
oratory1990,over-ear,HIFIMAN Audivina,HIFIMAN,Audivina,6.400877697841726,7.398323638627233,26.01676361372766,Personalizado – Firma no neutra
oratory1990,over-ear,HIFIMAN Edition XX,HIFIMAN,Edition XX,2.765525179856115,4.134399889469228,58.656001105307716,Buen tono – Musical equilibrado
oratory1990,over-ear,HIFIMAN HE-X4,HIFIMAN,HE-X4,3.1532517985611515,4.246042982259393,57.53957017740607,Buen tono – Musical equilibrado
oratory1990,over-ear,HIFIMAN HE1000 Stealth,HIFIMAN,HE1000 Stealth,2.4867194244604316,3.4832088282225047,65.16791171777496,Estilo Harman – Usuario general
oratory1990,over-ear,HIFIMAN HE1000 V2,HIFIMAN,HE1000 V2,2.505122302158273,3.449440951472839,65.50559048527161,Estilo Harman – Usuario general
oratory1990,over-ear,HIFIMAN HE350,HIFIMAN,HE350,3.184359712230216,4.474323919026661,55.25676080973339,Buen tono – Musical equilibrado
oratory1990,over-ear,HIFIMAN HE35X,HIFIMAN,HE35X,4.9086043165467625,5.972479571351904,40.27520428648096,Personalizado – Firma no neutra
oratory1990,over-ear,HIFIMAN HE560,HIFIMAN,HE560,2.356158273381295,3.127364693804922,68.72635306195079,Estilo Harman – Usuario general
oratory1990,over-ear,HIFIMAN HE5XX,HIFIMAN,HE5XX,3.2439712230215827,4.706957593198887,52.93042406801113,Buen tono – Musical equilibrado
oratory1990,over-ear,HIFIMAN HE6se V2,HIFIMAN,HE6se V2,2.571136690647482,3.579947509763498,64.20052490236502,Estilo Harman – Usuario general
oratory1990,over-ear,HIFIMAN HE6se,HIFIMAN,HE6se,2.598748201438849,3.5088998665367033,64.91100133463297,Estilo Harman – Usuario general
oratory1990,over-ear,HIFIMAN Jade II,HIFIMAN,Jade II,2.822057553956834,4.575273943129117,54.247260568708825,Buen tono – Musical equilibrado
oratory1990,over-ear,HIFIMAN Shangri-La,HIFIMAN,Shangri-La,3.295338129496403,4.385656706606371,56.143432933936296,Buen tono – Musical equilibrado
Rtings,over-ear,HIFIMAN Ananda BT,HIFIMAN,Ananda BT,2.957856115107914,3.882448663652783,61.17551336347217,Buen tono – Musical equilibrado
Super Review,in-ear,HIFIMAN Bolt,HIFIMAN,Bolt,5.384791366906475,6.5099327870636525,34.90067212936347,Personalizado – Firma no neutra
Innerfidelity,over-ear,Jabra Move (wired),Jabra,Move,2.9470935251798562,4.392563581798662,56.07436418201338,Buen tono – Musical equilibrado
oratory1990,in-ear,Jabra Evolve 75e,Jabra,Evolve 75e,5.300071942446044,6.502490535592314,34.97509464407686,Personalizado – Firma no neutra
Rtings,earbud,Jabra Steel,Jabra,Steel,,,,
Rtings,earbud,Jabra Talk 45,Jabra,Talk 45,,,,
Rtings,in-ear,Jabra Elite 10,Jabra,Elite 10,2.1332805755395685,3.868309708386856,61.31690291613144,Buen tono – Musical equilibrado
Rtings,in-ear,Jabra Elite 25e,Jabra,Elite 25e,5.428517985611511,6.7048094195523555,32.95190580447644,Personalizado – Firma no neutra
Rtings,in-ear,Jabra Elite 3,Jabra,Elite 3,2.525784172661871,3.7894662405791677,62.10533759420832,Estilo Harman – Usuario general
Rtings,in-ear,Jabra Elite 4 Active,Jabra,Elite 4 Active,2.000992805755396,2.9163654575540408,70.8363454244596,Estilo Harman – Usuario general
Rtings,in-ear,Jabra Elite 4,Jabra,Elite 4,1.6340863309352518,2.440278407279786,75.59721592720214,Estilo Harman – Usuario general
Rtings,in-ear,Jabra Elite 45e,Jabra,Elite 45e,4.025510791366907,4.8938478630291335,51.061521369708665,Buen tono – Musical equilibrado
Rtings,in-ear,Jabra Elite 5,Jabra,Elite 5,3.1106187050359715,4.573973352591358,54.260266474086414,Buen tono – Musical equilibrado
Rtings,in-ear,Jabra Elite 65e,Jabra,Elite 65e,3.7199424460431656,5.091440383610135,49.08559616389865,Buen tono – Musical equilibrado
Rtings,in-ear,Jabra Elite 65t,Jabra,Elite 65t,2.6781007194244606,3.5802084662587044,64.19791533741295,Estilo Harman – Usuario general
Rtings,in-ear,Jabra Elite 7 Active,Jabra,Elite 7 Active,2.667395683453237,3.6554333266735144,63.44566673326486,Estilo Harman – Usuario general
Rtings,in-ear,Jabra Elite 8 Active,Jabra,Elite 8 Active,2.466690647482014,4.234531273696496,57.654687263035036,Buen tono – Musical equilibrado
Rtings,in-ear,Jabra Elite 85t,Jabra,Elite 85t,2.3206330935251795,2.947136691139214,70.52863308860786,Estilo Harman – Usuario general
Rtings,in-ear,Jabra Elite Active 45e,Jabra,Elite Active 45e,7.927035971223021,12.346884190298097,0.0,Alternativo
Rtings,in-ear,Jabra Elite Active 65t,Jabra,Elite Active 65t,2.291913669064748,3.0665899792309084,69.33410020769091,Estilo Harman – Usuario general
Rtings,in-ear,Jabra Elite Active 75t,Jabra,Elite Active 75t,4.078172661870504,5.128097197139438,48.71902802860562,Buen tono – Musical equilibrado
Rtings,in-ear,Jabra Elite Sport,Jabra,Elite Sport,4.024661870503597,4.733297024213086,52.66702975786914,Buen tono – Musical equilibrado
Rtings,in-ear,Jabra Evolve 65t,Jabra,Evolve 65t,3.305769784172662,4.244397221017865,57.55602778982136,Buen tono – Musical equilibrado
Rtings,over-ear,Jabra Elite 85h,Jabra,Elite 85h,1.8223741007194243,2.9184565005022334,70.81543499497766,Estilo Harman – Usuario general
Rtings,over-ear,Jabra Evolve2 65,Jabra,Evolve2 65,3.604848920863309,4.9245175639254315,50.75482436074569,Buen tono – Musical equilibrado
Rtings,over-ear,Jabra Evolve2 85,Jabra,Evolve2 85,3.0866906474820146,3.959766925049936,60.40233074950064,Buen tono – Musical equilibrado
Innerfidelity,over-ear,JBL J55i,JBL,J55i,4.842920863309352,6.2204919303954656,37.795080696045346,Personalizado – Firma no neutra
Innerfidelity,over-ear,JBL J88i,JBL,J88i,5.084143884892087,6.681500606878085,33.18499393121914,Personalizado – Firma no neutra
Kazi,in-ear,JBL Tour Pro 2,JBL,Tour Pro 2,1.4928057553956835,2.0814368307915423,79.18563169208457,Estilo Harman – Usuario general
kr0mka,in-ear,JBL Tune 110,JBL,Tune 110,5.360014388489208,6.352944086102999,36.47055913897,Personalizado – Firma no neutra
oratory1990,in-ear,JBL T200A,JBL,T200A,6.600129496402878,7.7142965568421396,22.857034431578597,Personalizado – Firma no neutra
Rtings,in-ear,JBL CLUB PRO Plus TWS,JBL,CLUB PRO Plus TWS,1.8936978417266186,3.216091778997492,67.83908221002508,Estilo Harman – Usuario general
Rtings,in-ear,JBL E25BT,JBL,E25BT,4.539064748201439,5.743905434483385,42.56094565516615,Personalizado – Firma no neutra
Rtings,in-ear,JBL Endurance Dive,JBL,Endurance Dive,2.105640287769784,4.1767471422923705,58.232528577076295,Buen tono – Musical equilibrado
Rtings,in-ear,JBL Endurance Peak 3,JBL,Endurance Peak 3,4.506604316546762,6.360604480119636,36.39395519880364,Personalizado – Firma no neutra
Rtings,in-ear,JBL Endurance Peak II,JBL,Endurance Peak II,2.9108776978417263,3.807986155588158,61.92013844411842,Estilo Harman – Usuario general
Rtings,in-ear,JBL Endurance Peak,JBL,Endurance Peak,2.1885179856115107,3.130804663617106,68.69195336382894,Estilo Harman – Usuario general
Rtings,in-ear,JBL Endurance Sprint,JBL,Endurance Sprint,2.7400143884892088,4.667490706622015,53.32509293377985,Buen tono – Musical equilibrado
Rtings,in-ear,JBL Everest 110,JBL,Everest 110,3.8118561151079136,4.808909207895713,51.91090792104287,Buen tono – Musical equilibrado
Rtings,in-ear,JBL Free 2018,JBL,Free 2018,2.6445899280575538,3.4803344542829593,65.19665545717041,Estilo Harman – Usuario general
Rtings,in-ear,JBL Live 200BT,JBL,Live 200BT,2.728776978417266,3.700389440908685,62.996105590913146,Estilo Harman – Usuario general
Rtings,in-ear,JBL Live 300TWS,JBL,Live 300TWS,2.615928057553957,3.4083232654803135,65.91676734519686,Estilo Harman – Usuario general
Rtings,in-ear,JBL Live Free NC+ TWS,JBL,Live Free NC+ TWS,1.6691798561151079,2.7969126864347356,72.03087313565264,Estilo Harman – Usuario general
Rtings,in-ear,JBL Live Pro 2 TWS,JBL,Live Pro 2 TWS,1.717136690647482,2.0544291860698287,79.45570813930172,Estilo Harman – Usuario general
Rtings,in-ear,JBL Live Pro+ TWS,JBL,Live Pro+ TWS,4.523640287769784,5.328459102111763,46.715408978882365,Buen tono – Musical equilibrado
Rtings,in-ear,JBL Reflect Flow,JBL,Reflect Flow,2.4620719424460433,3.1757487079608655,68.24251292039135,Estilo Harman – Usuario general
Rtings,in-ear,JBL Reflect Mini 2,JBL,Reflect Mini 2,2.7877122302158273,3.553332127543539,64.46667872456462,Estilo Harman – Usuario general
Rtings,in-ear,JBL Tour Pro+ TWS,JBL,Tour Pro+ TWS,1.8024460431654676,2.7257125264742093,72.74287473525791,Estilo Harman – Usuario general
Rtings,in-ear,JBL TUNE 120TWS,JBL,TUNE 120TWS,2.8030359712230215,4.305563959250199,56.94436040749801,Buen tono – Musical equilibrado
Rtings,in-ear,JBL Tune 125TWS,JBL,Tune 125TWS,2.4983597122302155,3.831108222933325,61.68891777066675,Buen tono – Musical equilibrado
Rtings,in-ear,JBL Tune 130NC TWS,JBL,Tune 130NC TWS,2.1589496402877697,3.190311479797779,68.09688520202221,Estilo Harman – Usuario general
Rtings,in-ear,JBL TUNE 220TWS,JBL,TUNE 220TWS,7.099050359712231,11.03992324809104,0.0,Alternativo
Rtings,in-ear,JBL Tune 225TWS,JBL,Tune 225TWS,6.783266187050359,10.469991314681039,0.0,Alternativo
Rtings,in-ear,JBL Tune 230NC TWS,JBL,Tune 230NC TWS,2.565654676258993,3.4437313082964254,65.56268691703575,Estilo Harman – Usuario general
Rtings,in-ear,JBL Tune Buds,JBL,Tune Buds,2.2967625899280577,3.099638247632625,69.00361752367374,Estilo Harman – Usuario general
Rtings,in-ear,JBL Tune Flex,JBL,Tune Flex,1.4635539568345324,2.0649827633541253,79.35017236645875,Estilo Harman – Usuario general
Rtings,in-ear,JBL Vibe 100TWS,JBL,Vibe 100TWS,1.7590503597122302,2.633762688489716,73.66237311510284,Estilo Harman – Usuario general
Rtings,in-ear,JBL Vibe Beam,JBL,Vibe Beam,2.0826762589928056,2.9525703958493597,70.4742960415064,Estilo Harman – Usuario general
Rtings,in-ear,JBL Vibe Buds,JBL,Vibe Buds,1.995841726618705,2.8094971259496644,71.90502874050335,Estilo Harman – Usuario general
Rtings,over-ear,JBL CLUB 700BT,JBL,CLUB 700BT,3.133697841726619,3.8886537035199313,61.11346296480069,Buen tono – Musical equilibrado
Rtings,over-ear,JBL CLUB 950NC,JBL,CLUB 950NC,2.3493237410071943,3.3431149908022335,66.56885009197767,Estilo Harman – Usuario general
Rtings,over-ear,JBL CLUB ONE,JBL,CLUB ONE,2.657726618705036,3.508708139152556,64.91291860847444,Estilo Harman – Usuario general
Rtings,over-ear,JBL E45BT,JBL,E45BT,2.363179856115108,3.3103994194880415,66.89600580511959,Estilo Harman – Usuario general
Rtings,over-ear,JBL E55BT,JBL,E55BT,2.4952661870503596,3.374375401836314,66.25624598163685,Estilo Harman – Usuario general
Rtings,over-ear,JBL E65BTNC,JBL,E65BTNC,2.7726474820143885,3.4464577373372505,65.5354226266275,Estilo Harman – Usuario general
Rtings,over-ear,JBL Everest 310,JBL,Everest 310,2.5172374100719423,3.7583967575351007,62.41603242464899,Estilo Harman – Usuario general
Rtings,over-ear,JBL Everest 710,JBL,Everest 710,3.9528633093525176,4.580681486165333,54.19318513834667,Buen tono – Musical equilibrado
Rtings,over-ear,JBL JR300BT,JBL,JR300BT,2.8981438848920864,3.666696060488243,63.333039395117574,Estilo Harman – Usuario general
Rtings,over-ear,JBL Live 400BT,JBL,Live 400BT,1.7843309352517984,2.4891792007658227,75.10820799234178,Estilo Harman – Usuario general
Rtings,over-ear,JBL Live 460NC,JBL,Live 460NC,2.217294964028777,3.073525007417871,69.26474992582129,Estilo Harman – Usuario general
Rtings,over-ear,JBL Live 500BT,JBL,Live 500BT,2.4733956834532376,3.1481947093624236,68.51805290637577,Estilo Harman – Usuario general
Rtings,over-ear,JBL Live 650BTNC,JBL,Live 650BTNC,2.4651798561151077,3.0608779480648423,69.39122051935158,Estilo Harman – Usuario general
Rtings,over-ear,JBL Live 660NC,JBL,Live 660NC,2.3190071942446044,3.4254016201013284,65.74598379898671,Estilo Harman – Usuario general
Rtings,over-ear,JBL Quantum 100,JBL,Quantum 100,3.538388489208633,4.809012282859199,51.909877171408006,Buen tono – Musical equilibrado
Rtings,over-ear,JBL Quantum 400,JBL,Quantum 400,3.108762589928058,4.646950899446916,53.530491005530834,Buen tono – Musical equilibrado
Rtings,over-ear,JBL Quantum 800,JBL,Quantum 800,3.3827482014388486,4.376230449786698,56.23769550213302,Buen tono – Musical equilibrado
Rtings,over-ear,JBL Quantum ONE,JBL,Quantum ONE,2.987755395683453,3.972311198659139,60.27688801340861,Buen tono – Musical equilibrado
Rtings,over-ear,JBL Synchros E50BT,JBL,Synchros E50BT,2.8718273381294965,4.000879399734891,59.99120600265109,Buen tono – Musical equilibrado
Rtings,over-ear,JBL Tour One,JBL,Tour One,2.7975683453237408,3.5422658886508334,64.57734111349167,Estilo Harman – Usuario general
Rtings,over-ear,JBL Tune 510BT,JBL,Tune 510BT,2.834446043165468,3.794650228902821,62.05349771097179,Estilo Harman – Usuario general
Rtings,over-ear,JBL Tune 660NC,JBL,Tune 660NC,2.459971223021583,3.556344497802534,64.43655502197467,Estilo Harman – Usuario general
Rtings,over-ear,JBL TUNE 750BTNC,JBL,TUNE 750BTNC,2.328230215827338,3.1977943387737624,68.02205661226238,Estilo Harman – Usuario general
Rtings,over-ear,JBL Tune 760NC,JBL,Tune 760NC,3.586877697841727,4.866146600115223,51.33853399884777,Buen tono – Musical equilibrado
Headphone.com Legacy,over-ear,Koss Porta Pro Aniv Ed,Koss,Porta Pro Aniv Ed,3.3996546762589923,4.5415996294526675,54.58400370547332,Buen tono – Musical equilibrado
Headphone.com Legacy,over-ear,Koss PRO DJ 100,Koss,PRO DJ 100,4.109223021582734,5.46610946303406,45.3389053696594,Buen tono – Musical equilibrado
Headphone.com Legacy,over-ear,Koss SportaPro,Koss,SportaPro,3.3483021582733814,4.8746920802957225,51.25307919704277,Buen tono – Musical equilibrado
Headphone.com Legacy,over-ear,Koss UR 20,Koss,UR 20,5.403021582733813,7.274156916710064,27.258430832899364,Personalizado – Firma no neutra
Headphone.com Legacy,over-ear,Koss UR 29,Koss,UR 29,6.608158273381295,9.445555286813951,5.544447131860494,Alternativo
Innerfidelity,over-ear,Koss Pro4AA 1975,Koss,Pro4AA 1975,6.151510791366907,8.111069565501388,18.889304344986115,Alternativo
Innerfidelity,over-ear,Koss Pro4AA 2014,Koss,Pro4AA 2014,7.885381294964029,10.966819938721768,0.0,Alternativo
Innerfidelity,over-ear,Koss Pro4AAA,Koss,Pro4AAA,3.526561151079137,4.531727670927859,54.68272329072141,Buen tono – Musical equilibrado
Innerfidelity,over-ear,Koss Pro4S,Koss,Pro4S,2.9837985611510787,4.31350807840278,56.8649192159722,Buen tono – Musical equilibrado
Innerfidelity,over-ear,Koss SP330,Koss,SP330,2.067755395683453,2.7182707420965504,72.8172925790345,Estilo Harman – Usuario general
Innerfidelity,over-ear,Koss SP540,Koss,SP540,5.972906474820144,7.070549610784239,29.294503892157607,Personalizado – Firma no neutra
oratory1990,over-ear,Koss KSC75X (Yaxi earpads),Koss,KSC75X,4.587769784172662,6.609980136889365,33.90019863110635,Personalizado – Firma no neutra
Rtings,over-ear,Koss Porta Pro KTC,Koss,Porta Pro KTC,3.1435971223021584,4.035518242061903,59.64481757938097,Buen tono – Musical equilibrado
Rtings,over-ear,Koss Porta Pro Wireless,Koss,Porta Pro Wireless,3.048748201438849,4.138429097578386,58.615709024216144,Buen tono – Musical equilibrado
Rtings,over-ear,Koss QZPro,Koss,QZPro,6.707338129496404,9.322527415356413,6.774725846435871,Alternativo
Rtings,over-ear,Koss UR20,Koss,UR20,3.496446043165468,4.509138777858319,54.90861222141681,Buen tono – Musical equilibrado
Super Review,in-ear,Koss KEB90,Koss,KEB90,6.272906474820144,7.604857355380405,23.951426446195953,Personalizado – Firma no neutra
DHRME,in-ear,KZ VXS Pro,KZ,VXS Pro,1.8219856115107913,2.9126043131349113,70.87395686865088,Estilo Harman – Usuario general
Fahryst,in-ear,KZ PR1,KZ,PR1,2.9313525179856113,4.8626125701308185,51.37387429869182,Buen tono – Musical equilibrado
Harpo,in-ear,KZ ESX,KZ,ESX,2.751726618705036,3.3002592660307135,66.99740733969287,Estilo Harman – Usuario general
Harpo,in-ear,KZ PR2,KZ,PR2,2.0424460431654676,3.5873192331566397,64.1268076684336,Estilo Harman – Usuario general
Jaytiss,in-ear,KZ Krila,KZ,Krila,1.5178561151079137,2.1764944753981914,78.23505524601808,Estilo Harman – Usuario general
kr0mka,in-ear,KZ ZS5v1,KZ,ZS5v1,2.765294964028777,3.358909895107822,66.41090104892177,Estilo Harman – Usuario general
oratory1990,in-ear,KZ EDSE,KZ,EDSE,5.9373381294964025,7.061110180305733,29.388898196942662,Personalizado – Firma no neutra
oratory1990,in-ear,KZ ES4,KZ,ES4,4.694964028776979,5.488999908908726,45.110000910912746,Buen tono – Musical equilibrado
oratory1990,in-ear,KZ ZSN Pro X,KZ,ZSN Pro X,3.280143884892086,4.06017992300763,59.3982007699237,Buen tono – Musical equilibrado
Regan Cipher,in-ear,KZ SKS,KZ,SKS,3.919208633093525,4.730478050887464,52.695219491125364,Buen tono – Musical equilibrado
RikudouGoku,in-ear,KZ BA10,KZ,BA10,3.325237410071942,4.140540471446144,58.59459528553856,Buen tono – Musical equilibrado
RikudouGoku,in-ear,KZ ED9 (balanced filter),KZ,ED9,4.609597122302159,5.636326971230351,43.636730287696494,Personalizado – Firma no neutra
RikudouGoku,in-ear,KZ EDR1,KZ,EDR1,5.269064748201439,6.432857471746018,35.67142528253983,Personalizado – Firma no neutra
RikudouGoku,in-ear,KZ ZES,KZ,ZES,3.0346474820143885,3.719571917815081,62.80428082184919,Estilo Harman – Usuario general
RikudouGoku,in-ear,KZ ZS4,KZ,ZS4,5.922661870503597,7.112611223542743,28.873887764572572,Personalizado – Firma no neutra
RikudouGoku,in-ear,KZ ZS6,KZ,ZS6,4.211035971223022,5.649562063628593,43.50437936371407,Personalizado – Firma no neutra
RikudouGoku,in-ear,KZ ZSE,KZ,ZSE,4.8393381294964035,5.86957135689388,41.3042864310612,Personalizado – Firma no neutra
Rtings,in-ear,KZ ZSN,KZ,ZSN,3.328158273381295,4.1197939286314424,58.80206071368558,Buen tono – Musical equilibrado
