Frecuencia_Hz,Electrónica_dB,HipHop_dB,Clásica_dB,Gaming_dB,Podcast_dB,Rock_dB,Regueton_dB,Pop_dB,Jazz_dB,Metal_dB,Trap_dB
150.75,1.9849999999999999,3.4924999999999997,0.0,1.7462499999999999,-1.3233333333333333,0.12687500000000002,3.365625,0.8731249999999999,0.12687500000000002,1.126875,3.4924999999999997
152.26,1.9548,3.4774000000000003,0.0,1.7387000000000001,-1.3032,0.13065,3.34675,0.8693500000000001,0.13065,1.13065,3.4774000000000003
153.78,1.9243999999999999,3.4622,0.0,1.7311,-1.2829333333333333,0.13445000000000001,3.32775,0.86555,0.13445000000000001,1.13445,3.4622
155.32,1.8936000000000002,3.4468,0.0,1.7234,-1.2624,0.13829999999999998,3.3085,0.8617,0.13829999999999998,1.1383,3.4468
156.88,1.8624,3.4312,0.0,1.7156,-1.2416,0.1422,3.289,0.8578,0.1422,1.1421999999999999,3.4312
158.44,1.8312,3.4156,0.0,1.7078,-1.2208,0.1461,3.2695,0.8539,0.1461,1.1461000000000001,3.4156
160.03,1.7993999999999999,3.3997,0.0,1.69985,-1.1995999999999998,0.15007500000000001,3.249625,0.849925,0.15007500000000001,1.150075,3.3997
161.63,1.7674,3.3837,0.0,1.69185,-1.1782666666666666,0.154075,3.229625,0.845925,0.154075,1.154075,3.3837
163.24,1.7351999999999999,3.3676,0.0,1.6838,-1.1567999999999998,0.15810000000000002,3.2095,0.8419,0.15810000000000002,1.1581000000000001,3.3676
164.88,1.7024000000000001,3.3512,0.0,1.6756,-1.1349333333333333,0.16219999999999998,3.189,0.8378,0.16219999999999998,1.1622,3.3512
166.53,1.6694,3.3346999999999998,0.0,1.6673499999999999,-1.1129333333333333,0.166325,3.168375,0.8336749999999999,0.166325,1.166325,3.3346999999999998
168.19,1.6362,3.3181000000000003,0.0,1.6590500000000001,-1.0908,0.170475,3.147625,0.8295250000000001,0.170475,1.170475,3.3181000000000003
169.87,1.6025999999999998,3.3013,0.0,1.65065,-1.0684,0.17467500000000002,3.1266249999999998,0.825325,0.17467500000000002,1.1746750000000001,3.3013
171.57,1.5686000000000002,3.2843,0.0,1.64215,-1.0457333333333334,0.17892499999999997,3.105375,0.821075,0.17892499999999997,1.178925,3.2843
173.29,1.5342000000000002,3.2671,0.0,1.63355,-1.0228000000000002,0.18322499999999997,3.083875,0.816775,0.18322499999999997,1.183225,3.2671
175.02,1.4995999999999998,3.2498,0.0,1.6249,-0.9997333333333331,0.18755000000000002,3.0622499999999997,0.81245,0.18755000000000002,1.18755,3.2498
176.77,1.4645999999999997,3.2323,0.0,1.61615,-0.9763999999999997,0.19192500000000004,3.040375,0.808075,0.19192500000000004,1.1919250000000001,3.2323
178.54,1.4292,3.2146,0.0,1.6073,-0.9528000000000001,0.19635,3.01825,0.80365,0.19635,1.19635,3.2146
180.32,1.3936000000000002,3.1968,0.0,1.5984,-0.9290666666666667,0.20079999999999998,2.996,0.7992,0.20079999999999998,1.2008,3.1968
182.13,1.3574000000000002,3.1787,0.0,1.58935,-0.9049333333333334,0.20532499999999998,2.973375,0.794675,0.20532499999999998,1.205325,3.1787
183.95,1.3210000000000002,3.1605,0.0,1.58025,-0.8806666666666667,0.20987499999999998,2.950625,0.790125,0.20987499999999998,1.209875,3.1605
185.79,1.2842000000000002,3.1421,0.0,1.57105,-0.8561333333333334,0.21447499999999997,2.927625,0.785525,0.21447499999999997,1.214475,3.1421
187.65,1.2469999999999999,3.1235,0.0,1.56175,-0.8313333333333333,0.21912500000000001,2.904375,0.780875,0.21912500000000001,1.219125,3.1235
189.52,1.2095999999999998,3.1048,0.0,1.5524,-0.8063999999999998,0.22380000000000003,2.881,0.7762,0.22380000000000003,1.2238,3.1048
191.42,1.1716000000000002,3.0858,0.0,1.5429,-0.7810666666666668,0.22854999999999998,2.85725,0.77145,0.22854999999999998,1.22855,3.0858
193.33,1.1333999999999997,3.0667,0.0,1.53335,-0.7555999999999998,0.23332500000000003,2.8333749999999998,0.766675,0.23332500000000003,1.233325,3.0667
195.27,1.0945999999999998,3.0473,0.0,1.52365,-0.7297333333333331,0.23817500000000003,2.809125,0.761825,0.23817500000000003,1.238175,3.0473
197.22,1.0555999999999999,3.0278,0.0,1.5139,-0.7037333333333333,0.24305000000000002,2.78475,0.75695,0.24305000000000002,1.24305,3.0278
199.19,1.0162,3.0080999999999998,0.0,1.5040499999999999,-0.6774666666666667,0.247975,2.760125,0.7520249999999999,0.247975,1.247975,3.0080999999999998
201.18,0.9763999999999999,2.9882,0.0,1.4941,-0.6509333333333331,0.25295,2.7352499999999997,0.74705,0.25295,1.25295,2.9882
203.19,0.9361999999999999,2.9680999999999997,0.0,1.4840499999999999,-0.6241333333333332,0.257975,2.7101249999999997,0.7420249999999999,0.257975,1.257975,2.9680999999999997
205.23,0.8954,2.9477,0.0,1.47385,-0.5969333333333333,0.263075,2.684625,0.736925,0.263075,1.263075,2.9477
207.28,0.8544,2.9272,0.0,1.4636,-0.5695999999999999,0.2682,2.659,0.7318,0.2682,1.2682,2.9272
209.35,0.8130000000000002,2.9065000000000003,0.0,1.4532500000000002,-0.542,0.273375,2.6331249999999997,0.7266250000000001,0.273375,1.273375,2.9065000000000003
211.44,0.7711999999999999,2.8856,0.0,1.4428,-0.5141333333333333,0.2786,2.607,0.7214,0.2786,1.2786,2.8856
213.56,0.7288000000000001,2.8644,0.0,1.4322,-0.48586666666666645,0.2839,2.5805,0.7161,0.2839,1.2839,2.8644
215.69,0.6861999999999999,2.8430999999999997,0.0,1.4215499999999999,-0.4574666666666667,0.289225,2.5538749999999997,0.7107749999999999,0.289225,1.289225,2.8430999999999997
217.85,0.6430000000000002,2.8215000000000003,0.0,1.4107500000000002,-0.42866666666666675,0.29462499999999997,2.526875,0.7053750000000001,0.29462499999999997,1.294625,2.8215000000000003
220.03,0.5993999999999997,2.7996999999999996,0.0,1.3998499999999998,-0.39959999999999996,0.30007500000000004,2.499625,0.6999249999999999,0.30007500000000004,1.300075,2.7996999999999996
222.23,0.5554000000000001,2.7777000000000003,0.0,1.3888500000000001,-0.37026666666666674,0.305575,2.472125,0.6944250000000001,0.305575,1.305575,2.7777000000000003
224.45,0.5110000000000001,2.7555,0.0,1.37775,-0.3406666666666667,0.311125,2.444375,0.688875,0.311125,1.311125,2.7555
226.7,0.4660000000000002,2.733,0.0,1.3665,-0.31066666666666665,0.31675,2.41625,0.68325,0.31675,1.3167499999999999,2.733
228.96,0.42079999999999984,2.7104,0.0,1.3552,-0.2805333333333331,0.3224,2.388,0.6776,0.3224,1.3224,2.7104
231.25,0.375,2.6875,0.0,1.34375,-0.24999999999999978,0.328125,2.359375,0.671875,0.328125,1.328125,2.6875
233.57,0.3286000000000002,2.6643,0.0,1.33215,-0.21906666666666674,0.33392499999999997,2.330375,0.666075,0.33392499999999997,1.333925,2.6643
235.9,0.28200000000000003,2.641,0.0,1.3205,-0.18799999999999972,0.33975,2.3012499999999996,0.66025,0.33975,1.33975,2.641
238.26,0.23480000000000034,2.6174,0.0,1.3087,-0.1565333333333334,0.34564999999999996,2.27175,0.65435,0.34564999999999996,1.34565,2.6174
240.64,0.18720000000000026,2.5936000000000003,0.0,1.2968000000000002,-0.12480000000000002,0.35159999999999997,2.242,0.6484000000000001,0.35159999999999997,1.3516,2.5936000000000003
243.05,0.1389999999999998,2.5694999999999997,0.0,1.2847499999999998,-0.09266666666666645,0.357625,2.211875,0.6423749999999999,0.357625,1.357625,2.5694999999999997
245.48,0.09040000000000026,2.5452000000000004,0.0,1.2726000000000002,-0.06026666666666669,0.36369999999999997,2.1814999999999998,0.6363000000000001,0.36369999999999997,1.3637,2.5452000000000004
247.93,0.04139999999999988,2.5206999999999997,0.0,1.2603499999999999,-0.027599999999999847,0.369825,2.150875,0.6301749999999999,0.369825,1.369825,2.5206999999999997
250.41,-0.0016399999999999863,2.4959,0.0,1.24795,0.0032799999999999726,0.376025,2.119875,0.623975,0.376025,1.376025,2.4959
252.92,-0.01167999999999995,2.4708,0.0,1.2354,0.0233599999999999,0.3823,2.0885,0.6177,0.3823,1.3822999999999999,2.4708
255.45,-0.021799999999999955,2.4455,0.0,1.22275,0.04359999999999991,0.388625,2.056875,0.611375,0.388625,1.388625,2.4455
258.0,-0.032,2.42,0.0,1.21,0.064,0.395,2.025,0.605,0.395,1.395,2.42
260.58,-0.042319999999999934,2.3942,0.0,1.1971,0.08463999999999987,0.40145,1.99275,0.59855,0.40145,1.40145,2.3942
263.19,-0.052759999999999994,2.3681,0.0,1.18405,0.10551999999999999,0.407975,1.9601250000000001,0.592025,0.407975,1.407975,2.3681
265.82,-0.06327999999999998,2.3418,0.0,1.1709,0.12655999999999995,0.41455,1.92725,0.58545,0.41455,1.41455,2.3418
268.48,-0.07392000000000007,2.3152,0.0,1.1576,0.14784000000000014,0.4212000000000001,1.8939999999999997,0.5788,0.4212000000000001,1.4212,2.3152
271.16,-0.0846400000000001,2.2883999999999998,0.0,1.1441999999999999,0.1692800000000002,0.42790000000000006,1.8604999999999996,0.5720999999999999,0.42790000000000006,1.4279000000000002,2.2883999999999998
273.87,-0.09548000000000002,2.2613,0.0,1.13065,0.19096000000000005,0.43467500000000003,1.826625,0.565325,0.43467500000000003,1.434675,2.2613
276.61,-0.10644000000000006,2.2338999999999998,0.0,1.1169499999999999,0.21288000000000012,0.44152500000000006,1.7923749999999998,0.5584749999999999,0.44152500000000006,1.441525,2.2338999999999998
279.38,-0.11751999999999999,2.2062,0.0,1.1031,0.23503999999999997,0.44845,1.7577500000000001,0.55155,0.44845,1.44845,2.2062
282.17,-0.12868000000000007,2.1783,0.0,1.08915,0.25736000000000014,0.455425,1.7228749999999997,0.544575,0.455425,1.455425,2.1783
284.99,-0.13996000000000003,2.1501,0.0,1.07505,0.27992000000000006,0.462475,1.6876249999999997,0.537525,0.462475,1.462475,2.1501
287.84,-0.1513599999999999,2.1216,0.0,1.0608,0.3027199999999998,0.46959999999999996,1.6520000000000001,0.5304,0.46959999999999996,1.4696,2.1216
290.72,-0.1628800000000001,2.0927999999999995,0.0,1.0463999999999998,0.3257600000000002,0.47680000000000006,1.6159999999999997,0.5231999999999999,0.47680000000000006,1.4768000000000001,2.0927999999999995
293.63,-0.17451999999999998,2.0637,0.0,1.03185,0.34903999999999996,0.484075,1.579625,0.515925,0.484075,1.484075,2.0637
296.57,-0.18627999999999997,2.0343,0.0,1.01715,0.37255999999999995,0.491425,1.542875,0.508575,0.491425,1.491425,2.0343
299.53,-0.1981199999999999,2.0047,0.0,1.00235,0.3962399999999998,0.49882499999999996,1.505875,0.501175,0.49882499999999996,1.498825,2.0047
302.53,-0.2101199999999999,1.9873500000000002,0.0,0.9873500000000002,0.4202399999999998,0.5063249999999999,1.468375,0.4936750000000001,0.5063249999999999,1.506325,1.9747000000000003
305.55,-0.22220000000000004,1.9722499999999998,0.0,0.9722499999999998,0.4444000000000001,0.5138750000000001,1.4306249999999996,0.4861249999999999,0.5138750000000001,1.513875,1.9445
308.61,-0.23444000000000007,1.95695,0.0,0.95695,0.46888000000000013,0.521525,1.3923749999999995,0.478475,0.521525,1.521525,1.9139
311.69,-0.24676,1.94155,0.0,0.9415499999999999,0.49352,0.5292250000000001,1.353875,0.47077499999999994,0.5292250000000001,1.529225,1.8831
314.81,-0.25924,1.92595,0.0,0.92595,0.51848,0.537025,1.3148749999999998,0.462975,0.537025,1.5370249999999999,1.8518999999999999
317.96,-0.2718399999999999,1.9102000000000001,0.0,0.9102000000000001,0.5436799999999998,0.5448999999999999,1.2755,0.45510000000000006,0.5448999999999999,1.5449,1.8204000000000002
321.14,-0.2845599999999999,1.8943,0.0,0.8943000000000001,0.5691199999999998,0.55285,1.23575,0.44715000000000005,0.55285,1.5528499999999998,1.7886000000000002
324.35,-0.2974000000000001,1.87825,0.0,0.8782499999999998,0.5948000000000002,0.5608750000000001,1.1956249999999997,0.4391249999999999,0.5608750000000001,1.5608750000000002,1.7564999999999997
327.59,-0.3103599999999999,1.8620500000000002,0.0,0.8620500000000002,0.6207199999999998,0.5689749999999999,1.155125,0.4310250000000001,0.5689749999999999,1.568975,1.7241000000000002
330.87,-0.32348000000000005,1.84565,0.0,0.84565,0.6469600000000001,0.577175,1.1141249999999996,0.422825,0.577175,1.577175,1.6913
334.18,-0.33672,1.8291,0.0,0.8291,0.67344,0.58545,1.0727499999999996,0.41455,0.58545,1.58545,1.6582
337.52,-0.35007999999999995,1.8124,0.0,0.8124,0.7001599999999999,0.5938,1.0310000000000001,0.4062,0.5938,1.5937999999999999,1.6248000000000002
340.9,-0.3635999999999999,1.7955,0.0,0.7955000000000001,0.7271999999999998,0.60225,0.98875,0.39775000000000005,0.60225,1.60225,1.5910000000000002
344.3,-0.37720000000000004,1.7785,0.0,0.7785,0.7544000000000001,0.61075,0.9462499999999996,0.38925,0.61075,1.61075,1.557
347.75,-0.391,1.76125,0.0,0.76125,0.782,0.619375,0.9031249999999997,0.380625,0.619375,1.619375,1.5225
351.23,-0.40492000000000006,1.74385,0.0,0.7438499999999999,0.8098400000000001,0.628075,0.8596249999999994,0.37192499999999995,0.628075,1.628075,1.4876999999999998
354.74,-0.41896000000000005,1.7263,0.0,0.7263,0.8379200000000001,0.63685,0.8157499999999995,0.36315,0.63685,1.63685,1.4526
358.28,-0.4331199999999999,1.7086000000000001,0.0,0.7086000000000001,0.8662399999999998,0.6456999999999999,0.7715000000000001,0.35430000000000006,0.6456999999999999,1.6457,1.4172000000000002
361.87,-0.44748000000000004,1.69065,0.0,0.69065,0.8949600000000001,0.654675,0.7266249999999999,0.345325,0.654675,1.6546750000000001,1.3813
365.49,-0.46196000000000004,1.67255,0.0,0.67255,0.9239200000000001,0.663725,0.6813749999999996,0.336275,0.663725,1.663725,1.3451
369.14,-0.47655999999999993,1.6543,0.0,0.6543000000000001,0.9531199999999999,0.67285,0.6357499999999998,0.32715000000000005,0.67285,1.67285,1.3086000000000002
372.83,-0.4913199999999999,1.63585,0.0,0.63585,0.9826399999999998,0.682075,0.5896249999999998,0.317925,0.682075,1.682075,1.2717
376.56,-0.50624,1.6172,0.0,0.6172,1.01248,0.6914,0.5429999999999997,0.3086,0.6914,1.6914,1.2344
380.33,-0.5213199999999999,1.59835,0.0,0.5983500000000002,1.0426399999999998,0.7008249999999999,0.49587499999999984,0.2991750000000001,0.7008249999999999,1.700825,1.1967
384.13,-0.53652,1.57935,0.0,0.57935,1.07304,0.710325,0.44837499999999997,0.289675,0.710325,1.710325,1.1587
387.97,-0.5518800000000001,1.56015,0.0,0.5601499999999999,1.1037600000000003,0.719925,0.4003749999999995,0.28007499999999996,0.719925,1.719925,1.1202999999999999
391.85,-0.5674000000000001,1.5407499999999998,0.0,0.5407499999999998,1.1348000000000003,0.7296250000000001,0.3518749999999997,0.2703749999999999,0.7296250000000001,1.729625,1.0814999999999997
395.77,-0.5830799999999999,1.52115,0.0,0.52115,1.1661599999999999,0.739425,0.3028750000000002,0.260575,0.739425,1.739425,1.0423
399.73,-0.5989200000000001,1.50135,0.0,0.50135,1.1978400000000002,0.749325,0.2533749999999997,0.250675,0.749325,1.749325,1.0027
403.72,-0.6148800000000001,1.4813999999999998,0.0,0.48139999999999983,1.2297600000000002,0.7593000000000001,0.20349999999999957,0.24069999999999991,0.7593000000000001,1.7593,0.9627999999999997
407.76,-0.6310399999999999,1.4612,0.0,0.46120000000000005,1.2620799999999999,0.7694,0.15300000000000002,0.23060000000000003,0.7694,1.7694,0.9224000000000001
411.84,-0.6473599999999999,1.4408,0.0,0.4408000000000001,1.2947199999999999,0.7796,0.10200000000000031,0.22040000000000004,0.7796,1.7795999999999998,0.8816000000000002
415.96,-0.66384,1.4202000000000001,0.0,0.42020000000000013,1.32768,0.7898999999999999,0.05049999999999999,0.21010000000000006,0.7898999999999999,1.7898999999999998,0.8404000000000003
420.12,-0.6804800000000001,1.3994,0.0,0.3994,1.3609600000000002,0.8003,-0.0015000000000000568,0.1997,0.8003,1.8003,0.7988
424.32,-0.69728,1.3784,0.0,0.37840000000000007,1.39456,0.8108,-0.05400000000000027,0.18920000000000003,0.8108,1.8108,0.7568000000000001
428.56,-0.71424,1.3572,0.0,0.35719999999999996,1.42848,0.8214,-0.1070000000000002,0.17859999999999998,0.8214,1.8214000000000001,0.7143999999999999
432.85,-0.7314000000000002,1.33575,0.0,0.33574999999999977,1.4628000000000003,0.8321250000000001,-0.16062500000000046,0.16787499999999989,0.8321250000000001,1.832125,0.6714999999999998
437.18,-0.74872,1.3140999999999998,0.0,0.3140999999999998,1.49744,0.8429500000000001,-0.21475000000000044,0.1570499999999999,0.8429500000000001,1.84295,0.6281999999999999
441.55,-0.7662000000000001,1.29225,0.0,0.2922499999999999,1.5324000000000002,0.853875,-0.26937500000000014,0.14612499999999995,0.853875,1.853875,0.5844999999999998
445.96,-0.78384,1.2702,0.0,0.2702,1.56768,0.8649,-0.32449999999999957,0.1351,0.8649,1.8649,0.5404000000000002
450.42,-0.8016800000000001,1.2479,0.0,0.2478999999999998,1.6033600000000001,0.8760500000000001,-0.3802500000000002,0.1239499999999999,0.8760500000000001,1.8760500000000002,0.4957999999999998
454.93,-0.81972,1.22535,0.0,0.22534999999999994,1.63944,0.887325,-0.43662500000000026,0.11267499999999997,0.887325,1.8873250000000001,0.4506999999999999
459.48,-0.8379200000000001,1.2026,0.0,0.2025999999999999,1.6758400000000002,0.8987,-0.49350000000000005,0.10129999999999995,0.8987,1.8987,0.4051999999999998
464.07,-0.85628,1.17965,0.0,0.1796500000000001,1.71256,0.910175,-0.5508750000000004,0.08982500000000004,0.910175,1.910175,0.35929999999999995
468.71,-0.87484,1.15645,0.0,0.15644999999999998,1.74968,0.921775,-0.6088750000000003,0.07822499999999999,0.921775,1.921775,0.3129000000000002
473.4,-0.8936,1.133,0.0,0.133,1.7872,0.9335,-0.6674999999999995,0.0665,0.9335,1.9335,0.26600000000000024
478.13,-0.91252,1.10935,0.0,0.10935000000000006,1.82504,0.945325,-0.7266250000000003,0.05467500000000003,0.945325,1.945325,0.21870000000000012
482.91,-0.9316400000000001,1.0854499999999998,0.0,0.0854499999999998,1.8632800000000003,0.9572750000000001,-0.7863750000000005,0.0427249999999999,0.9572750000000001,1.957275,0.1708999999999996
487.74,-0.95096,1.0613,0.0,0.06129999999999991,1.90192,0.96935,-0.8467500000000001,0.030649999999999955,0.96935,1.96935,0.12259999999999982
492.62,-0.97048,1.0369,0.0,0.03689999999999993,1.94096,0.98155,-0.9077500000000001,0.018449999999999966,0.98155,1.98155,0.07379999999999987
497.55,-0.9902000000000001,1.0122499999999999,0.0,0.012249999999999872,1.9804000000000002,0.9938750000000001,-0.9693750000000003,0.006124999999999936,0.9938750000000001,1.993875,0.024499999999999744
502.52,-0.9949600000000001,0.9949600000000001,0.005039999999999964,0.005039999999999964,2.01008,1.00504,-1.00504,0.005039999999999964,1.00504,2.00504,-0.005039999999999964
507.55,-0.9849,0.9849,0.015100000000000023,0.015100000000000023,2.0302000000000002,1.0151000000000001,-1.0151000000000001,0.015100000000000023,1.0151000000000001,2.0151,-0.015100000000000023
512.62,-0.97476,0.97476,0.02524000000000001,0.02524000000000001,2.05048,1.02524,-1.02524,0.02524000000000001,1.02524,2.02524,-0.02524000000000001
517.75,-0.9645,0.9645,0.035500000000000004,0.035500000000000004,2.071,1.0355,-1.0355,0.035500000000000004,1.0355,2.0355,-0.035500000000000004
522.93,-0.9541400000000001,0.9541400000000001,0.0458599999999999,0.0458599999999999,2.0917199999999996,1.0458599999999998,-1.0458599999999998,0.0458599999999999,1.0458599999999998,2.04586,-0.0458599999999999
528.16,-0.9436800000000001,0.9436800000000001,0.05631999999999994,0.05631999999999994,2.11264,1.05632,-1.05632,0.05631999999999994,1.05632,2.05632,-0.05631999999999994
533.44,-0.93312,0.93312,0.0668800000000001,0.0668800000000001,2.13376,1.06688,-1.06688,0.0668800000000001,1.06688,2.0668800000000003,-0.0668800000000001
538.77,-0.9224600000000001,0.9224600000000001,0.07753999999999997,0.07753999999999997,2.15508,1.07754,-1.07754,0.07753999999999997,1.07754,2.07754,-0.07753999999999997
544.16,-0.91168,0.91168,0.08831999999999994,0.08831999999999994,2.17664,1.08832,-1.08832,0.08831999999999994,1.08832,2.08832,-0.08831999999999994
549.6,-0.9007999999999999,0.9007999999999999,0.09920000000000005,0.09920000000000005,2.1984,1.0992,-1.0992,0.09920000000000005,1.0992,2.0992,-0.09920000000000005
555.1,-0.8897999999999999,0.8897999999999999,0.11020000000000005,0.11020000000000005,2.2204,1.1102,-1.1102,0.11020000000000005,1.1102,2.1102,-0.11020000000000005
560.65,-0.8787,0.8787,0.12129999999999996,0.12129999999999996,2.2426,1.1213,-1.1213,0.12129999999999996,1.1213,2.1212999999999997,-0.12129999999999996
566.25,-0.8674999999999999,0.8674999999999999,0.1325,0.1325,2.265,1.1325,-1.1325,0.1325,1.1325,2.1325,-0.1325
571.92,-0.85616,0.85616,0.1438399999999999,0.1438399999999999,2.28768,1.14384,-1.14384,0.1438399999999999,1.14384,2.14384,-0.1438399999999999
577.64,-0.84472,0.84472,0.15527999999999997,0.15527999999999997,2.3105599999999997,1.1552799999999999,-1.1552799999999999,0.15527999999999997,1.1552799999999999,2.15528,-0.15527999999999997
583.41,-0.83318,0.83318,0.16681999999999994,0.16681999999999994,2.33364,1.16682,-1.16682,0.16681999999999994,1.16682,2.16682,-0.16681999999999994
589.25,-0.8215,0.8215,0.1785,0.1785,2.357,1.1785,-1.1785,0.1785,1.1785,2.1785,-0.1785
595.14,-0.80972,0.80972,0.19027999999999998,0.19027999999999998,2.38056,1.19028,-1.19028,0.19027999999999998,1.19028,2.19028,-0.19027999999999998
601.09,-0.79782,0.79782,0.20218000000000005,0.20218000000000005,2.40436,1.20218,-1.20218,0.20218000000000005,1.20218,2.2021800000000002,-0.20218000000000005
607.1,-0.7857999999999999,0.7857999999999999,0.21420000000000006,0.21420000000000006,2.4284,1.2142,-1.2142,0.21420000000000006,1.2142,2.2142,-0.21420000000000006
613.17,-0.77366,0.77366,0.22633999999999993,0.22633999999999993,2.45268,1.22634,-1.22634,0.22633999999999993,1.22634,2.22634,-0.22633999999999993
619.3,-0.7614000000000001,0.7614000000000001,0.23859999999999992,0.23859999999999992,2.4772,1.2386,-1.2386,0.23859999999999992,1.2386,2.2386,-0.23859999999999992
625.5,-0.749,0.749,0.251,0.251,2.502,1.251,-1.251,0.251,1.251,2.251,-0.251
631.75,-0.7364999999999999,0.7364999999999999,0.2635,0.2635,2.527,1.2635,-1.2635,0.2635,1.2635,2.2635,-0.2635
638.07,-0.72386,0.72386,0.2761400000000001,0.2761400000000001,2.55228,1.27614,-1.27614,0.2761400000000001,1.27614,2.2761400000000003,-0.2761400000000001
644.45,-0.7110999999999998,0.7110999999999998,0.2889000000000001,0.2889000000000001,2.5778000000000003,1.2889000000000002,-1.2889000000000002,0.2889000000000001,1.2889000000000002,2.2889,-0.2889000000000001
650.89,-0.6982200000000001,0.6982200000000001,0.30178,0.30178,2.60356,1.30178,-1.30178,0.30178,1.30178,2.30178,-0.30178
657.4,-0.6852,0.6852,0.31479999999999997,0.31479999999999997,2.6296,1.3148,-1.3148,0.31479999999999997,1.3148,2.3148,-0.31479999999999997
663.98,-0.67204,0.67204,0.32796000000000003,0.32796000000000003,2.65592,1.32796,-1.32796,0.32796000000000003,1.32796,2.32796,-0.32796000000000003
670.62,-0.65876,0.65876,0.34124000000000004,0.34124000000000004,2.68248,1.34124,-1.34124,0.34124000000000004,1.34124,2.34124,-0.34124000000000004
677.32,-0.6453599999999999,0.6453599999999999,0.3546400000000001,0.3546400000000001,2.70928,1.35464,-1.35464,0.3546400000000001,1.35464,2.3546400000000003,-0.3546400000000001
684.1,-0.6317999999999999,0.6317999999999999,0.3682,0.3682,2.7364,1.3682,-1.3682,0.3682,1.3682,2.3682,-0.3682
690.94,-0.6181199999999999,0.6181199999999999,0.3818800000000001,0.3818800000000001,2.7637600000000004,1.3818800000000002,-1.3818800000000002,0.3818800000000001,1.3818800000000002,2.38188,-0.3818800000000001
697.85,-0.6043,0.6043,0.39570000000000005,0.39570000000000005,2.7914000000000003,1.3957000000000002,-1.3957000000000002,0.39570000000000005,1.3957000000000002,2.3957,-0.39570000000000005
704.83,-0.5903399999999999,0.5903399999999999,0.4096600000000001,0.4096600000000001,2.8193200000000003,1.4096600000000001,-1.4096600000000001,0.4096600000000001,1.4096600000000001,2.40966,-0.4096600000000001
711.87,-0.57626,0.57626,0.42374,0.42374,2.84748,1.42374,-1.42374,0.42374,1.42374,2.42374,-0.42374
718.99,-0.56202,0.56202,0.43798000000000004,0.43798000000000004,2.87596,1.43798,-1.43798,0.43798000000000004,1.43798,2.43798,-0.43798000000000004
726.18,-0.5476400000000001,0.5476400000000001,0.45235999999999993,0.45235999999999993,2.9047199999999997,1.4523599999999999,-1.4523599999999999,0.45235999999999993,1.4523599999999999,2.45236,-0.45235999999999993
733.44,-0.5331199999999998,0.5331199999999998,0.46688000000000013,0.46688000000000013,2.9337600000000004,1.4668800000000002,-1.4668800000000002,0.46688000000000013,1.4668800000000002,2.46688,-0.46688000000000013
740.78,-0.51844,0.51844,0.48155999999999993,0.48155999999999993,2.96312,1.48156,-1.48156,0.48155999999999993,1.48156,2.48156,-0.48155999999999993
748.19,-0.50362,0.50362,0.4963800000000001,0.4963800000000001,2.99276,1.49638,-1.49638,0.4963800000000001,1.49638,2.4963800000000003,-0.4963800000000001
755.67,-0.4886600000000001,0.4886600000000001,0.5113399999999999,0.5113399999999999,3.02268,1.51134,-1.51134,0.5113399999999999,1.51134,2.5113399999999997,-0.5113399999999999
763.23,-0.47353999999999996,0.47353999999999996,0.52646,0.52646,3.0529200000000003,1.5264600000000002,-1.5264600000000002,0.52646,1.5264600000000002,2.52646,-0.52646
770.86,-0.4582799999999999,0.4582799999999999,0.5417200000000001,0.5417200000000001,3.0834400000000004,1.5417200000000002,-1.5417200000000002,0.5417200000000001,1.5417200000000002,2.54172,-0.5417200000000001
778.57,-0.4428599999999999,0.4428599999999999,0.5571400000000001,0.5571400000000001,3.11428,1.55714,-1.55714,0.5571400000000001,1.55714,2.55714,-0.5571400000000001
786.35,-0.4272999999999999,0.4272999999999999,0.5727000000000001,0.5727000000000001,3.1454000000000004,1.5727000000000002,-1.5727000000000002,0.5727000000000001,1.5727000000000002,2.5727,-0.5727000000000001
794.22,-0.4115599999999999,0.4115599999999999,0.5884400000000001,0.5884400000000001,3.17688,1.58844,-1.58844,0.5884400000000001,1.58844,2.5884400000000003,-0.5884400000000001
802.16,-0.39568000000000003,0.39568000000000003,0.60432,0.60432,3.20864,1.60432,-1.60432,0.60432,1.60432,2.60432,-0.60432
810.18,-0.3796400000000001,0.3796400000000001,0.6203599999999999,0.6203599999999999,3.2407199999999996,1.6203599999999998,-1.6203599999999998,0.6203599999999999,1.6203599999999998,2.62036,-0.6203599999999999
818.28,-0.3634400000000001,0.3634400000000001,0.6365599999999999,0.6365599999999999,3.2731199999999996,1.6365599999999998,-1.6365599999999998,0.6365599999999999,1.6365599999999998,2.63656,-0.6365599999999999
826.46,-0.34707999999999994,0.34707999999999994,0.6529200000000001,0.6529200000000001,3.30584,1.65292,-1.65292,0.6529200000000001,1.65292,2.65292,-0.6529200000000001
834.73,-0.33053999999999994,0.33053999999999994,0.66946,0.66946,3.33892,1.66946,-1.66946,0.66946,1.66946,2.66946,-0.66946
843.08,-0.3138399999999999,0.3138399999999999,0.6861600000000001,0.6861600000000001,3.37232,1.68616,-1.68616,0.6861600000000001,1.68616,2.68616,-0.6861600000000001
851.51,-0.29698,0.29698,0.70302,0.70302,3.40604,1.70302,-1.70302,0.70302,1.70302,2.70302,-0.70302
